d,n,mean,p90,share85,share90
2024-09,21683.0,73.0207997048379,83.47106824925817,0.16473735184245722,0.07148457316791956
2024-10,36313.0,73.39093437611875,83.98408965135584,0.17930217828325945,0.07977859168892683
2024-11,45644.0,72.57043642099728,82.85144853092254,0.16080974498291123,0.05418017702217159
2024-12,56478.0,72.93627607209888,83.35972740548435,0.17332412620843515,0.06420199015545876
2025-01,71268.0,73.90701296514565,84.97793326157158,0.203822192288264,0.09953976539260256
2025-02,80707.0,73.88045646598188,84.79181743901016,0.2017297136555689,0.0955803090190442
2025-03,90649.0,73.95304967512052,84.8259065765212,0.2039404736952421,0.09625037231519377
2025-04,99811.0,73.99880774664115,84.83480948426977,0.20500746410716253,0.09641221909408783
2025-05,108419.0,74.07419363764654,84.88423499577345,0.20658740626642932,0.09747369003587932
2025-06,115467.0,74.18076160288221,85.00204511650968,0.21059696709882478,0.10002857959416976
2025-07,124035.0,74.29370742129238,85.17042221463525,0.21494739388075945,0.10241464102874188
2025-08,127426.0,74.0117401472227,84.93072889742264,0.20479337026980365,0.09852777298196601
2025-09,135338.0,74.13438945455083,85.18231220031966,0.2092169235543602,0.10252848423945972
2025-10,146066.0,74.30682020456506,85.49343607305936,0.21707995015951692,0.10710226883737489
2025-11,146654.0,73.95379600965538,85.37089201877934,0.20624735772634908,0.10506361913074311
2025-12,150602.0,74.05608823255999,85.5599543205177,0.2103557721677003,0.10781397325400725
2026-01,158019.0,74.25069137255646,85.7874977942474,0.21768901208082572,0.1112967427967523
2026-02,163259.0,74.32015999117966,85.86568249893025,0.22066164805615618,0.11239196613969214
2026-03,167539.0,74.34985287007801,85.8907959575712,0.22315998066121917,0.1127319609165627
2026-04,172183.0,74.31796402664607,85.88381895563923,0.22344250013067493,0.11254305012689987
2026-05,176508.0,74.31150429442292,85.8972790210916,0.2237632288621479,0.11262945588868493
2026-06,172208.0,73.93782518814457,85.89596977329975,0.21591331413174766,0.11239315246678436
2026-07,175250.0,74.00938659058488,85.98986235885602,0.21831098430813123,0.11370613409415121
2026-08,180651.0,74.13462975571683,86.10901277401041,0.22108374711460219,0.11557090744031309
